,tweets_Text,tweets_Retweets,tweets_Likes,has_image,has_Link,tweets_ResponseCategory
1781,cory booker ends presidential run failing qualify iowa debate marking another exit highprofile black candidate,293.0,612.0,1,0,2
1782,chevrolet corvette wins north american car year kia telluride named suv year annual awards voted automotive journalists,150.0,536.0,1,0,0
1783,supreme court says take case michelle carter woman serving 15month sentence part boyfriends death suicide,159.0,634.0,1,0,1
1784,heavy rain flooding could slam southeast next two days national weather service says,95.0,187.0,1,0,0
1785,joker racks academy award nominations women nominated directing heres full list oscar contenders,360.0,1000.0,1,0,2
1786,pentagon identified two soldiers killed saturday roadside bombing afghanistan staff sgt ian p mclaughlin 29 newport news virginia pfc miguel villalon 21 joliet illinois,309.0,776.0,1,0,1
1787,eight rockets hit iraqs balad air base today wounding four iraqi air force officers,688.0,824.0,1,0,2
1788,experts warn explosive eruption taal volcano philippines spews ash near manila,745.0,1600.0,1,0,1
1789,rep dave loebsack announces hes endorsing pete buttigieg president delivering former mayor biggest iowa endorsement weeks ahead states key caucuses,131.0,676.0,1,0,1
1790,serena williams wins first title since becoming mom,1000.0,9600.0,1,0,1
1791,libyas renegade gen khalifa haftar declared ceasefire ending ninemonth campaign seize capital tripoli,93.0,253.0,1,0,3
1792,gunman run shooting five people apartment complex aurora colorado police say,498.0,657.0,1,0,1
1793,dozen saudi servicemen training us military installations expelled us review followed deadly shooting last month base pensacola florida sources tell cnn,417.0,1300.0,1,0,2
1794,least six people died louisiana alabama result severe weather moving across eastern half us follow live updates,207.0,420.0,1,0,0
1795,taiwans president tsai ingwen wins reelection securing 57 vote,443.0,1900.0,1,0,0
1796,neil peart drummer lyricist canadian rock band rush died age 67 battling brain cancer family said,1100.0,2000.0,1,0,2
1797,boeings largest supplier laying 2800 employees suspension 737 max production,163.0,304.0,1,0,0
1798,night us killed iranian commander qasem soleimani tried kill another senior iranian military official yemen two sources say,395.0,674.0,1,0,3
1799,house speaker nancy pelosi signals vote next week appointing impeachment managers transmitting articles impeachment senate,222.0,675.0,1,0,2
1800,spokesman iranian government says reports missiles downed ukraine international airlines flight crashed near tehran big lie staterun media reports,212.0,574.0,1,0,2
1801,justice department review business dealings tied hillary clinton wound officials finding enough evidence recommend formal opening criminal investigation officials say,1500.0,4900.0,1,0,3
1802,boeing releases trove 100 pages internal company communications casts companys actions around troubled 737 max bad light,146.0,349.0,1,0,0
1803,retired army maj matt golsteyn charged murder pardoned president trump denied status member army special forces reinstated,421.0,3000.0,1,0,2
1804,federal judge ruled private border wall effort underway south texas move forward,204.0,567.0,1,0,0
1805,us national transportation safety board participate investigation ukrainian airlines flight crashed iran agency says,175.0,507.0,1,0,1
1806,president trump asserts iranian gen qasem soleimani plotting blow us embassy killed us drone strike last week,223.0,659.0,1,0,3
1807,house votes restrain trumps ability use military action iran without congressional approval,1000.0,5500.0,1,0,3
1808,ukrainian airliner shot iran russianmade surfacetoair missiles us official says follow live updates,827.0,1100.0,1,0,3
1809,previous tweet displayed incorrect photo removed,228.0,574.0,1,0,1
1810,mitch mcconnell walked president format senate impeachment trial discussed gop lawmakers reacting source says,329.0,829.0,1,1,3
1811,house democrats take legislation thursday restrain president trumps military actions amid hostilities iran speaker pelosi announced,393.0,1800.0,1,0,3
1812,fbi department homeland security warn cyber threats iran poses us intelligence bulletin sent law enforcement,273.0,588.0,1,0,1
1813,prince harry meghan duchess sussex stepping back roles senior members british royal family,1200.0,3100.0,1,0,3
1814,family ugly betty creator silvio horta releases statement confirming death saying struggled addiction depression,133.0,308.0,1,0,0
1815,oil prices fall sharply reversing initial panic spike caused fears deeper conflict us iran,242.0,656.0,1,0,1
1816,president trump says iran appears standing americans harmed attack bases housing us troops iraq,551.0,2100.0,1,0,3
1817,president trump makes statement following irans missile attack bases iraq house american troops follow live updates,197.0,603.0,1,0,2
1818,individual still large shooting killed one person injured three ottawa,109.0,306.0,1,0,0
1819,president trump deliver statement iran 11 et white house says follow live updates,536.0,1600.0,1,0,3
1820,former auto chief fugitive carlos ghosn speaks reporters beirut first major public appearance since stunning escape japan,122.0,272.0,1,0,0
1821,us saw largestever singleyear drop overall cancer deaths 22 plunge spurred part sharp decline lung cancer deaths,594.0,2700.0,1,0,1
1822,176 people aboard ukraine international airlines boeing 737 plane crashed takeoff tehran died iranian state tv reports,2300.0,3100.0,1,1,3
1823,ukrainian airlines boeing 737 180 passengers onboard crashed shortly takeoff tehran according iranian reports,3600.0,3300.0,1,0,3
1824,iran says doesnt seek war calling missile attacks proportionate measures selfdefense trump says hell make statement wednesday morning,924.0,2100.0,1,0,3
1825,least 10 rockets hit airbase houses us forces iraq,7000.0,5000.0,1,0,3
1826,republican rep duncan hunter california leave office january 13 month pleaded guilty campaign finance violations,179.0,555.0,1,0,1
1827,senate majority leader mitch mcconnell appears votes set ground rules trumps impeachment trial without democrats support,184.0,602.0,1,0,3
1828,former trump national security adviser michael flynn unrepentant serve six months jail prosecutors say,137.0,574.0,1,0,2
1829,estranged husband missing connecticut mom jennifer dulos arrested expected face murder charge sources say,85.0,379.0,1,0,0
1830,puerto ricos governor signs state emergency declaration following damaging quake impact island since 1918,1400.0,1900.0,1,0,1
1831,secretary state mike pompeo insists iran build nuclear weapons watch,141.0,368.0,1,0,2
1832,crash involving many 60 vehicles shuts i95 north maine,173.0,256.0,1,0,0
1833,forces across middle east placed alert possibly shoot iranian drones due threat imminent attack us officials say,231.0,548.0,1,0,0
1834,japanese prosecutors issue arrest warrant carole ghosn — latest twist case involving husband former auto executive international fugitive carlos ghosn,100.0,276.0,1,0,0
1835,64magnitude earthquake rocked puerto rico early tuesday morning one day 58 magnitude quake shook island according us geological survey,1100.0,1200.0,1,1,1
1836,number people died funeral procession iranian commander qasem soleimani hometown kerman irans press tv says,116.0,327.0,1,1,1
1837,threats strike iran’s cultural sites show president trump respect international law country’s foreign minister says,289.0,1100.0,1,1,2
1838,delaware man charged federal prosecutors say threw lit incendiary device planned parenthood facility spraypainted latin words god wills building,440.0,516.0,1,0,2
1839,university alabama quarterback tua tagovailoa suffered seasonending injury november says enter nfl draft,60.0,292.0,1,0,0
1840,harvey weinstein whose sexual assault trial new york began today charged rape sex crimes los angeles da says,327.0,1100.0,1,0,1
1841,chevron evacuated american oil workers iraq following last weeks us airstrike baghdad oil giant called precautionary measure,335.0,639.0,1,0,1
1842,exwhite house national security adviser john bolton says willing testify senates impeachment trial hes subpoenaed,288.0,1100.0,1,0,1
1843,one two violent inmates escaped mississippi penitentiary last week apprehended officials say escapee dillion williams 27 remains large,54.0,216.0,1,0,0
1844,people puerto rico post photos deep cracks walls caused magnitude 58 earthquake emergency official says least two houses collapsed coastal town guanica,393.0,528.0,1,0,0
1845,magnitude 58 earthquake struck puerto rico usgs says immediate reports significant damage injuries,315.0,470.0,1,0,0
1846,two women baby killed semi crashed eight vehicles i65 indiana police said semi driver charged three counts reckless homicide,188.0,509.0,1,0,1
1847,boeing found another potential design flaw 737 max grounded since march two crashes killed 346 people,441.0,664.0,1,0,1
1848,president trump said iraq expels us troops country could impose sanctions like theyve never seen,1200.0,2500.0,1,0,3
1849,us service member two civilian contractors killed alshabaab kenya us africa command says,602.0,997.0,1,0,3
1850,iran longer limit uranium enrichment restrictions 2015 nuclear deal days us strike killed top military commander,1300.0,1800.0,1,0,3
1851,rush limbaugh whose contract due expire later year renewed deal syndication company premiere radio networks confirms,86.0,286.0,1,0,2
1852,fire destroys much fivestar black forest hotel home michelin star restaurants causing estimated 11 million damage,101.0,284.0,1,0,0
