,tweets_Text,has_image,has_Link,tweets_ResponseCategory
5771,11 people fell ill suspicious letter opened military base arlington virginia fire department says,1,0,0
5772,white house aide jared kushners security clearance downgraded changing level access nations secrets,1,0,2
5773,county officials meet talk getting funds demolish florida school shooting site push new state gun laws follow live updates,1,0,1
5774,police north carolina searching suspect shooting death man killed streaming live facebook according cnn affiliate wsoctv,1,1,0
5775,daughters late singersongwriter oscar brown jr said president donald trump twisting lyrics fathers song titled snake politics,1,1,1
5776,saudi arabia sacked number top military commanders latenight political reshuffle saw countrys monarch issue 39 royal decrees,1,1,0
5777,russia vetoed united nations draft resolution would linked iran transfer iranianmade arms houthi militias yemen,1,1,0
5778,bill cosbys daughter ensa dies 44 renal disease spokesman family says,0,0,1
5779,first lady melania trump address florida school shooting talk today state governors spouses follow live updates,1,0,2
5780,supreme court wont hear trumps request look daca dispute meaning program likely wont end next week white house planned,1,0,2
5781,authorities papua new guinea assessing damage magnitude 75 earthquake struck pacific country early monday,1,1,0
5782,democratic sen chris murphy says public policy failed wake mass shootings focus turn passing laws prevent gun violence,1,0,2
5783,jake tapper interviews broward county sheriff scott israel response parkland shooting watch cnn,1,0,2
5784,north korea willing hold talks us south koreas president said statement,1,0,1
5785,bill cosbys daughter ensa dies 44 renal disease spokesman family says,1,0,1
5786,first lady melania trump address florida school shooting talk today state governors spouses follow live updates,1,0,2
5787,supreme court wont hear trumps request look daca dispute meaning program likely wont end next week white house planned,1,0,2
5788,authorities papua new guinea assessing damage magnitude 75 earthquake struck pacific country early monday,1,1,0
5789,democratic sen chris murphy says public policy failed wake mass shootings focus turn passing laws prevent gun violence,1,0,2
5790,jake tapper interviews broward county sheriff scott israel response parkland shooting watch cnn,1,0,2
5791,north korea willing hold talks us south koreas president said statement,1,0,1
5792,china’s communist party proposes change constitution end term limits allow president xi jinping serve indefinitely head state,1,0,2
5793,british actress emma chambers starred 1999 movie notting hill died according agent 53,1,0,1
5794,least one person killed severe thunderstorms blew sw kentucky saturday night logan county sheriffs department said,1,1,0
5795,veteran bollywood actress sridevi starred mostwatched films 80s 90s dies 54,1,0,1
5796,un security council unanimously adopts resolution calling 30day ceasefire syria,1,0,1
5797,several diplomats say russia stalled delayed another un vote temporary ceasefire syria,1,0,1
5798,delta united airlines join growing list companies cut ties national rifle association recent days,1,0,2
5799,two car bombings gun battle mogadishu somalia left dozens dead scores wounded authorities said,1,0,0
5800,bullied former nfl player jonathan martin detained instagram post prompted closure high school alma mater security concerns,1,0,0
5801,california couple accused holding 13 children captive torturing 12 face additional charges das office says,1,0,2
5802,woman close florida school shooter called fbi tip line january said going explode said feared getting school shooting place,1,0,1
5803,citigroup refund 330 million consumers discovering overcharged 175 million credit card accounts annual interest rates,0,0,0
5804,trump says let chief staff john kelly decide jared kushner keep temporary security clearance,1,0,2
5805,us open embassy jerusalem may coincide 70th anniversary israel state department says,1,1,1
5806,extrump campaign aide rick gates expected plead guilty criminal charges wideranging russia probe source says,1,0,1
5807,gov rick scott responds parkland shooting call raise minimum age buy firearms 21 toughen background checks ban bump stocks,1,0,2
5808,president trump pushes idea arm teachers speech says need offensive capability schools follow live updates,0,0,2
5809,president trump says first year successful history presidency speech cpac political conference follow live updates,0,0,2
5810,british actor comedian stephen fry announced video twitter diagnosed prostate cancer two months ago,0,0,0
5811,president trump set announce north korea sanctions talk florida shooting cpac political conference follow live updates,1,1,1
5812,president trump says armed school officer stayed outside gunman killed 17 people florida didnt courage,0,0,2
5813,president trump expected announce new sanctions north korea speech cpac conservative convention today,0,0,2
5814,school resource deputy high school florida shooting occurred waited outside school building shooting unfolded,0,0,2
5815,amazon stock hits 1500 first time ever companys market value 718 billion trailing apple google,1,0,0
5816,ivanka trump headed south korea lead presidential delegation closing ceremony 2018 pyeongchang olympic winter games,1,1,2
5817,us women win first hockey gold 20 years shootout victory canada,0,0,1
5818,studentsstandup,1,1,2
5819,studentsstandup,1,1,1
5820,studentsstandup,1,1,2
5821,studentsstandup,1,1,2
5822,studentsstandup,1,1,2
5823,studentsstandup,1,1,2
5824,studentsstandup,1,1,2
5825,studentsstandup,1,1,1
5826,studentsstandup,1,1,2
5827,studentsstandup,1,1,2
5828,studentsstandup,1,1,2
5829,studentsstandup,1,1,2
5830,studentsstandup,1,1,2
5831,studentsstandup,1,1,2
5832,studentsstandup,1,1,1
5833,studentsstandup,1,1,2
5834,studentsstandup,1,1,1
5835,watch cnn’s apps apple tv amazon fire tv roku tv devices amazon alexa google home tunein,1,1,0
5836,fords president north america internal investigation reports inappropriate behavior,1,0,0
5837,new criminal charge charges added case extrump campaign advisers manafort gates though details remain mystery,1,0,1
5838,students turned away meetings florida senate president joe negron political representatives state capitol tallahassee negron separately met larger group students earlier today said tweet,1,1,1
5839,sen bernie sanders new book go due come week midterm elections november,1,0,2
5840,group parkland school shooting survivors turned away florida state senate presidents office told appointments,1,0,2
5841,students multiple florida schools walking class show support survivors parkland shooting,1,0,2
5842,president trump tweeted tribute billy graham following news preachers death calling special man,1,0,1
5843,fords president north america internal investigation reports inappropriate behavior,1,0,0
5844,new criminal charge charges added case extrump campaign advisers manafort gates though details remain mystery,1,0,1
5845,students turned away meetings florida senate president joe negron political representatives state capitol tallahassee negron separately met larger group students earlier today said tweet,1,1,1
